factor,label,ftype,n_bins,n_bets,mean_roi,std_roi,clb,pass
manken_shirushi,万券印,code,8,4286,74.14,2.68,72.28,False
joken_class_code,条件クラス,code,5,6836,72.38,1.26,71.28,False
da_tekisei_code,ダ適性,code,3,5933,74.24,2.84,71.02,False
uma_deokure_bin,馬出遅率ビン,code,5,6480,75.92,5.63,70.99,False
uma_start_shisu_decile,馬スタート指数10分位,code,8,6440,72.33,2.44,70.64,False
bataiju_zogen,馬体重増減,numeric,12,5927,74.67,8.66,69.77,False
ls_shisu_juni,LS指数順位,numeric,7,6761,73.51,5.68,69.3,False
manken_shisu_decile,万券指数10分位,code,10,6804,72.11,4.85,69.1,False
bataiju,馬体重,numeric,34,5303,72.75,10.98,69.06,False
umakigo_code,馬記号,code,3,6814,75.83,5.98,69.06,False
kishu_minarai_code,騎手見習,code,6,6836,73.2,5.64,68.69,False
hizume_code,蹄コード,code,9,6032,72.78,6.33,68.64,False
kijun_ninkijun_tansho,基準人気順単勝,numeric,15,6836,79.97,22.67,68.5,False
omo_tekisei_code,重適性,code,3,6453,73.03,4.25,68.22,False
kyori_tekisei,距離適性,code,4,6684,75.7,8.1,67.76,False
kyakushitsu,脚質,code,5,6836,71.54,4.82,67.31,False
agari_shisu_juni,上がり指数順位,numeric,15,6836,71.8,9.15,67.17,False
ichi_shisu_juni,位置指数順位,numeric,15,6836,71.08,8.82,66.61,False
rotation_bin,ローテーションビン,code,8,6485,71.64,7.26,66.6,False
pace_shisu_juni,ペース指数順位,numeric,15,6836,70.42,7.58,66.58,False
joho_shisu_decile,情報指数10分位,code,6,6836,71.9,6.85,66.42,False
class_code,クラスコード,code,9,6273,71.49,8.0,66.27,False
kyusha_shisu_decile,厩舎指数10分位,code,10,6836,69.9,6.49,65.88,False
gekiso_juni,激走順位,numeric,15,6836,70.69,9.57,65.84,False
idm_decile,IDM指数10分位,code,10,6836,70.84,8.32,65.68,False
ten_shisu_juni,テン指数順位,numeric,15,6836,69.83,9.68,64.93,False
tenkai_kigo_code,展開記号,code,5,6836,72.35,8.49,64.91,False
chokyo_shisu_decile,調教指数10分位,code,10,6812,68.97,7.05,64.6,False
joshodo_code,上昇度,code,3,6807,75.29,9.53,64.51,False
sogo_shisu_decile,総合指数10分位,code,10,6836,70.19,9.79,64.12,False
kishu_kitai_sanchakunai_ritsu,騎手期待3着内率,numeric,20,3182,74.73,26.75,63.01,False
kishu_kitai_tansho_decile,騎手期待単勝率10分位,code,9,6737,74.53,17.7,62.97,False
kishu_shisu_decile,騎手指数10分位,code,10,6836,73.44,17.21,62.77,False
kishu_kitai_rentai_decile,騎手期待連対率10分位,code,10,6836,73.22,18.09,62.01,False
ninki_shisu_decile,人気指数10分位,code,10,6836,68.66,20.95,55.68,False
kyuyo_riyu_bunrui_code,休養理由,code,3,1827,62.18,6.05,55.34,False
kyusha_hyoka_code,厩舎評価,code,4,6836,69.05,16.55,52.83,False
