name,gid,bin,n,win_rate,place_rate,win_roi,place_roi,ZH,ZR,Shr,score
COURSE_27×ten_shisu_juni,09_ダ_短距離,10,399,5.3,18.5,50.5,66.0,-0.884,-0.8959,0.7067,-6.0
COURSE_27×ten_shisu_juni,09_ダ_短距離,11,374,5.3,18.7,61.4,72.3,-0.8697,-0.4054,0.6951,-4.8
COURSE_27×ten_shisu_juni,09_ダ_短距離,12,322,5.6,21.7,35.5,67.6,-0.6144,-1.157,0.6678,-5.6
COURSE_27×ten_shisu_juni,09_ダ_短距離,13,278,6.5,20.1,61.9,77.1,-0.6093,-0.201,0.6403,-3.1
COURSE_27×ten_shisu_juni,09_ダ_短距離,14,223,7.2,20.2,141.1,104.2,-0.5088,2.6107,0.5983,5.1
COURSE_27×ten_shisu_juni,09_ダ_短距離,15,222,4.5,16.7,23.5,57.5,-1.1198,-1.8247,0.5974,-6.4
COURSE_27×ten_shisu_juni,09_ダ_短距離,16,160,4.4,15.0,51.2,57.0,-1.2552,-1.2436,0.5345,-5.4
COURSE_27×ten_shisu_juni,09_ダ_短距離,2,523,10.7,32.7,73.4,92.3,0.8548,0.6614,0.7527,5.8
COURSE_27×ten_shisu_juni,09_ダ_短距離,3,515,13.0,35.0,98.3,93.7,1.3264,1.2583,0.7502,7.7
COURSE_27×ten_shisu_juni,09_ダ_短距離,4,518,8.9,27.4,58.5,83.5,0.2345,-0.0168,0.7512,1.1
COURSE_27×ten_shisu_juni,09_ダ_短距離,5,485,8.9,28.7,84.7,87.1,0.3278,0.6971,0.7403,4.1
COURSE_27×ten_shisu_juni,09_ダ_短距離,6,468,7.7,25.2,56.9,76.0,-0.0833,-0.3539,0.7343,-1.8
COURSE_27×ten_shisu_juni,09_ダ_短距離,7,491,9.2,23.0,100.1,61.3,-0.0413,-0.0087,0.7423,-0.2
COURSE_27×ten_shisu_juni,09_ダ_短距離,8,468,8.8,24.8,126.2,85.7,0.0346,1.5415,0.7343,5.4
COURSE_27×ten_shisu_juni,09_ダ_短距離,9,414,5.8,19.6,51.0,61.7,-0.7384,-1.0584,0.7132,-6.1
COURSE_27×ten_shisu_juni,09_芝_マイル,1,825,17.5,38.7,82.7,84.8,2.5046,0.5649,0.8207,9.1
COURSE_27×ten_shisu_juni,09_芝_マイル,10,556,7.2,21.2,57.9,70.1,-0.483,-0.6438,0.7626,-4.6
COURSE_27×ten_shisu_juni,09_芝_マイル,11,427,8.4,23.2,66.0,70.4,-0.1381,-0.443,0.7186,-2.3
COURSE_27×ten_shisu_juni,09_芝_マイル,12,370,9.2,25.7,59.6,73.7,0.187,-0.4493,0.6932,-0.8
COURSE_27×ten_shisu_juni,09_芝_マイル,13,311,5.5,19.6,32.4,74.2,-0.871,-1.0588,0.6614,-5.9
COURSE_27×ten_shisu_juni,09_芝_マイル,14,265,6.8,21.5,35.7,71.6,-0.5191,-1.0943,0.6313,-4.9
COURSE_27×ten_shisu_juni,09_芝_マイル,15,234,4.3,17.5,91.3,73.5,-1.2241,0.2776,0.6075,-3.6
COURSE_27×ten_shisu_juni,09_芝_マイル,16,188,6.4,22.3,24.3,53.4,-0.5145,-2.143,0.5654,-5.8
COURSE_27×ten_shisu_juni,09_芝_マイル,17,130,7.7,19.2,151.4,78.9,-0.5704,1.9046,0.4953,2.9
COURSE_27×ten_shisu_juni,09_芝_マイル,18,105,6.7,17.1,79.3,71.8,-0.8932,-0.0741,0.456,-2.6
COURSE_27×ten_shisu_juni,09_芝_マイル,2,779,11.9,34.4,84.5,83.0,1.3056,0.5291,0.8129,7.2
COURSE_27×ten_shisu_juni,09_芝_マイル,3,739,12.0,34.2,79.5,84.7,1.3044,0.4864,0.8055,7.1
COURSE_27×ten_shisu_juni,09_芝_マイル,4,744,11.3,32.4,118.0,93.9,1.0516,1.776,0.8064,8.5
COURSE_27×ten_shisu_juni,09_芝_マイル,5,695,8.5,28.1,85.1,78.4,0.2767,0.3448,0.7967,2.8
COURSE_27×ten_shisu_juni,09_芝_マイル,6,700,8.7,27.1,89.3,91.4,0.2255,1.0024,0.7977,5.0
COURSE_27×ten_shisu_juni,09_芝_マイル,7,722,5.7,20.5,64.6,64.8,-0.7673,-0.7168,0.8022,-6.1
COURSE_27×ten_shisu_juni,09_芝_マイル,8,702,6.7,24.6,96.1,86.8,-0.2814,0.962,0.7981,2.6
COURSE_27×ten_shisu_juni,09_芝_マイル,9,661,6.5,21.2,74.0,74.5,-0.589,-0.0807,0.7893,-3.3
COURSE_27×ten_shisu_juni,09_芝_中距離,1,769,17.8,39.5,115.3,76.6,1.986,0.3753,0.8111,8.3
COURSE_27×ten_shisu_juni,09_芝_中距離,10,408,8.3,26.0,50.3,76.8,-0.3277,-0.6124,0.7106,-3.6
COURSE_27×ten_shisu_juni,09_芝_中距離,11,322,6.5,23.9,114.9,69.0,-0.7321,0.1535,0.6678,-2.6
COURSE_27×ten_shisu_juni,09_芝_中距離,12,228,8.3,28.5,37.7,81.0,-0.142,-0.6857,0.6025,-2.7
COURSE_27×ten_shisu_juni,09_芝_中距離,13,209,5.7,28.7,113.3,114.2,-0.4859,1.4119,0.5858,2.5
COURSE_27×ten_shisu_juni,09_芝_中距離,14,161,6.8,22.4,47.1,61.0,-0.8021,-1.1097,0.5357,-4.7
COURSE_27×ten_shisu_juni,09_芝_中距離,15,133,11.3,24.1,73.9,66.4,-0.055,-0.5469,0.4995,-1.6
COURSE_27×ten_shisu_juni,09_芝_中距離,16,99,4.0,13.1,15.5,26.8,-1.8794,-2.5633,0.4454,-5.2
COURSE_27×ten_shisu_juni,09_芝_中距離,17,46,13.0,39.1,346.6,143.9,1.294,5.8203,0.3212,3.8
COURSE_27×ten_shisu_juni,09_芝_中距離,18,30,6.7,10.0,68.3,78.9,-1.7372,-0.2777,0.2641,-2.5
COURSE_27×ten_shisu_juni,09_芝_中距離,2,716,13.8,37.0,79.9,79.3,1.2483,-0.089,0.801,5.5
COURSE_27×ten_shisu_juni,09_芝_中距離,3,703,11.9,34.4,100.5,83.5,0.793,0.345,0.7983,5.1
COURSE_27×ten_shisu_juni,09_芝_中距離,4,683,10.7,31.3,102.0,89.8,0.3972,0.5467,0.7941,4.1
COURSE_27×ten_shisu_juni,09_芝_中距離,5,670,9.7,30.9,74.1,83.7,0.2295,-0.0528,0.7913,1.0
COURSE_27×ten_shisu_juni,09_芝_中距離,6,639,9.4,27.9,70.1,69.4,-0.0348,-0.5198,0.7842,-2.3
COURSE_27×ten_shisu_juni,09_芝_中距離,7,653,10.9,29.1,90.7,68.9,0.2613,-0.2192,0.7875,0.4
COURSE_27×ten_shisu_juni,09_芝_中距離,8,620,6.6,25.0,62.8,71.1,-0.6366,-0.5831,0.7796,-5.1
COURSE_27×ten_shisu_juni,09_芝_中距離,9,498,7.6,25.7,54.9,70.7,-0.4466,-0.7152,0.7447,-4.6
COURSE_27×ten_shisu_juni,09_芝_短距離,1,227,20.3,44.1,100.7,86.5,3.0369,0.771,0.6017,7.0
COURSE_27×ten_shisu_juni,09_芝_短距離,10,142,6.3,21.1,27.7,53.3,-0.5724,-1.6294,0.5119,-4.8
COURSE_27×ten_shisu_juni,09_芝_短距離,11,123,5.7,17.9,133.2,69.6,-0.8902,0.7909,0.485,-0.8
COURSE_27×ten_shisu_juni,09_芝_短距離,12,120,3.3,20.8,71.7,99.5,-1.0049,0.6844,0.4804,-1.4
COURSE_27×ten_shisu_juni,09_芝_短距離,13,96,4.2,21.9,65.7,80.4,-0.8008,-0.0548,0.4399,-2.3
COURSE_27×ten_shisu_juni,09_芝_短距離,14,82,12.2,25.6,208.3,104.2,0.5661,3.2751,0.4125,4.7
COURSE_27×ten_shisu_juni,09_芝_短距離,15,78,9.0,24.4,86.1,92.1,0.04,0.6962,0.404,1.6
COURSE_27×ten_shisu_juni,09_芝_短距離,16,58,3.4,20.7,73.9,101.9,-0.9986,0.8031,0.3559,-0.8
COURSE_27×ten_shisu_juni,09_芝_短距離,2,213,14.1,33.8,81.4,91.8,1.4301,0.6024,0.5895,5.6
COURSE_27×ten_shisu_juni,09_芝_短距離,3,208,8.2,32.7,57.9,85.5,0.5419,-0.025,0.5849,2.0
COURSE_27×ten_shisu_juni,09_芝_短距離,4,195,8.7,32.3,108.4,88.9,0.5809,0.9878,0.5725,4.4
COURSE_27×ten_shisu_juni,09_芝_短距離,5,201,8.0,22.4,56.8,59.8,-0.2441,-0.8955,0.5783,-3.4
COURSE_27×ten_shisu_juni,09_芝_短距離,6,205,6.8,22.9,95.2,81.2,-0.3714,0.4975,0.5821,0.1
COURSE_27×ten_shisu_juni,09_芝_短距離,7,210,3.8,16.7,40.3,48.8,-1.2385,-1.5538,0.5867,-6.2
COURSE_27×ten_shisu_juni,09_芝_短距離,8,195,6.2,20.0,33.0,59.2,-0.6671,-1.3396,0.5725,-5.1
COURSE_27×ten_shisu_juni,09_芝_短距離,9,160,10.6,24.4,56.8,63.2,0.2589,-0.7829,0.5345,-1.3
COURSE_27×ten_shisu_juni,09_芝_長距離,1,266,13.5,35.3,94.8,92.9,1.0978,0.6628,0.632,5.4
COURSE_27×ten_shisu_juni,09_芝_長距離,10,156,3.8,25.0,39.4,50.6,-1.0548,-1.507,0.5297,-5.4
COURSE_27×ten_shisu_juni,09_芝_長距離,11,114,14.9,39.5,105.6,124.7,1.6148,1.7943,0.4709,5.3
COURSE_27×ten_shisu_juni,09_芝_長距離,12,84,6.0,23.8,130.8,136.5,-0.8354,2.5575,0.4166,3.0
COURSE_27×ten_shisu_juni,09_芝_長距離,13,70,4.3,18.6,57.9,75.3,-1.4707,-0.4643,0.3859,-3.6
COURSE_27×ten_shisu_juni,09_芝_長距離,14,50,8.0,26.0,194.7,88.1,-0.3858,2.1366,0.3333,2.5
COURSE_27×ten_shisu_juni,09_芝_長距離,15,44,9.1,15.9,59.5,44.7,-0.9983,-1.3589,0.3148,-3.1
COURSE_27×ten_shisu_juni,09_芝_長距離,16,30,10.0,23.3,30.3,93.2,-0.3087,-0.3729,0.2641,-1.0
COURSE_27×ten_shisu_juni,09_芝_長距離,2,254,10.6,35.0,101.1,93.0,0.6655,0.7678,0.6232,4.6
COURSE_27×ten_shisu_juni,09_芝_長距離,3,243,13.2,34.2,65.3,70.8,0.9718,-0.4799,0.6147,2.3
COURSE_27×ten_shisu_juni,09_芝_長距離,4,250,13.2,32.0,66.9,67.2,0.8046,-0.5622,0.6202,1.4
COURSE_27×ten_shisu_juni,09_芝_長距離,5,237,13.1,35.4,140.7,105.3,1.0489,1.7793,0.61,6.4
COURSE_27×ten_shisu_juni,09_芝_長距離,6,241,6.6,27.0,50.0,67.3,-0.5074,-0.833,0.6132,-4.2
COURSE_27×ten_shisu_juni,09_芝_長距離,7,228,9.6,23.7,57.9,55.2,-0.3347,-1.069,0.6025,-4.2
COURSE_27×ten_shisu_juni,09_芝_長距離,8,218,10.6,31.2,59.2,80.2,0.3767,-0.2959,0.5939,0.5
COURSE_27×ten_shisu_juni,09_芝_長距離,9,179,10.1,29.6,70.1,70.0,0.1844,-0.4262,0.556,-0.6
COURSE_27×ten_shisu_juni,10_ダ_中距離,1,527,15.6,31.1,100.8,80.1,1.9055,0.4964,0.754,7.7
COURSE_27×ten_shisu_juni,10_ダ_中距離,10,454,9.0,25.6,107.2,83.0,0.3857,0.7368,0.7291,4.3
COURSE_27×ten_shisu_juni,10_ダ_中距離,11,409,6.1,23.5,46.5,95.0,-0.255,-0.0466,0.711,-1.4
COURSE_27×ten_shisu_juni,10_ダ_中距離,12,384,4.9,19.8,41.5,77.8,-0.7625,-0.8,0.6999,-5.5
COURSE_27×ten_shisu_juni,10_ダ_中距離,13,348,5.5,19.3,96.8,72.6,-0.7099,0.1308,0.6821,-2.6
COURSE_27×ten_shisu_juni,10_ダ_中距離,14,311,5.5,18.0,35.9,75.0,-0.8212,-1.0203,0.6614,-5.7
COURSE_27×ten_shisu_juni,10_ダ_中距離,15,269,5.6,17.5,97.4,84.0,-0.8481,0.5748,0.6341,-1.6
COURSE_27×ten_shisu_juni,10_ダ_中距離,16,220,5.9,15.0,174.9,59.4,-1.0144,1.2236,0.5957,-0.1
COURSE_27×ten_shisu_juni,10_ダ_中距離,2,520,10.8,27.7,103.1,77.3,0.8515,0.4373,0.7518,5.2
COURSE_27×ten_shisu_juni,10_ダ_中距離,3,518,8.9,27.2,71.2,89.0,0.5067,0.2298,0.7512,3.3
COURSE_27×ten_shisu_juni,10_ダ_中距離,4,509,9.0,26.3,47.5,74.8,0.4456,-0.7913,0.7483,-1.0
COURSE_27×ten_shisu_juni,10_ダ_中距離,5,491,7.5,28.5,40.5,79.2,0.3955,-0.7674,0.7423,-1.1
COURSE_27×ten_shisu_juni,10_ダ_中距離,6,498,9.6,30.1,79.7,98.1,0.8662,0.7478,0.7447,6.0
COURSE_27×ten_shisu_juni,10_ダ_中距離,7,493,6.3,25.2,54.3,75.9,-0.0777,-0.611,0.743,-2.7
COURSE_27×ten_shisu_juni,10_ダ_中距離,8,508,7.7,21.9,99.6,75.6,-0.1377,0.3015,0.748,0.5
COURSE_27×ten_shisu_juni,10_ダ_中距離,9,471,8.1,21.0,92.3,65.9,-0.1511,-0.2147,0.7354,-1.6
COURSE_27×ten_shisu_juni,10_ダ_短距離,1,262,17.9,45.4,90.3,93.8,2.4758,0.9984,0.6291,7.2
COURSE_27×ten_shisu_juni,10_ダ_短距離,10,205,4.4,16.6,70.5,47.3,-1.034,-1.0636,0.5821,-5.5
COURSE_27×ten_shisu_juni,10_ダ_短距離,11,177,2.3,10.2,13.4,35.8,-1.705,-2.5875,0.5539,-6.5
COURSE_27×ten_shisu_juni,10_ダ_短距離,12,165,8.5,19.4,128.4,82.3,-0.3555,1.3236,0.5404,2.5
COURSE_27×ten_shisu_juni,10_ダ_短距離,13,149,5.4,12.8,76.0,60.0,-1.1605,-0.4986,0.521,-4.4
COURSE_27×ten_shisu_juni,10_ダ_短距離,14,108,0.9,15.7,23.1,88.3,-1.5161,-0.5053,0.4611,-4.3
COURSE_27×ten_shisu_juni,10_ダ_短距離,2,245,11.0,36.7,58.9,74.2,1.0741,-0.3185,0.6163,3.1
COURSE_27×ten_shisu_juni,10_ダ_短距離,3,255,12.2,34.5,91.1,76.8,1.076,0.4007,0.6239,4.9
COURSE_27×ten_shisu_juni,10_ダ_短距離,4,253,14.6,37.5,108.2,98.5,1.5618,1.5156,0.6224,6.8
COURSE_27×ten_shisu_juni,10_ダ_短距離,5,245,9.8,29.0,84.8,82.8,0.4273,0.4947,0.6163,3.2
COURSE_27×ten_shisu_juni,10_ダ_短距離,6,234,9.4,23.1,150.1,82.5,-0.0055,1.7523,0.6075,4.8
COURSE_27×ten_shisu_juni,10_ダ_短距離,7,241,6.6,24.5,73.6,81.5,-0.2531,0.2303,0.6132,-0.3
COURSE_27×ten_shisu_juni,10_ダ_短距離,8,219,5.0,17.4,57.6,62.3,-0.9092,-0.773,0.5948,-4.9
COURSE_27×ten_shisu_juni,10_ダ_短距離,9,209,6.2,23.0,56.4,79.9,-0.3992,-0.1615,0.5858,-2.0
COURSE_27×ten_shisu_juni,10_芝_中距離,1,676,14.9,35.2,84.2,76.7,1.9405,0.2707,0.7926,7.9
COURSE_27×ten_shisu_juni,10_芝_中距離,10,459,7.4,23.1,46.4,65.4,-0.3419,-1.105,0.731,-5.2
COURSE_27×ten_shisu_juni,10_芝_中距離,11,419,6.0,22.2,45.9,64.9,-0.6488,-1.1384,0.7153,-6.0
COURSE_27×ten_shisu_juni,10_芝_中距離,12,363,7.2,23.7,79.1,69.1,-0.3219,-0.1789,0.6897,-2.1
COURSE_27×ten_shisu_juni,10_芝_中距離,13,298,6.0,21.8,31.5,85.3,-0.6839,-0.5888,0.6534,-4.4
COURSE_27×ten_shisu_juni,10_芝_中距離,14,242,7.4,23.6,89.9,85.6,-0.2981,0.7909,0.614,1.4
COURSE_27×ten_shisu_juni,10_芝_中距離,15,197,7.1,23.9,127.0,88.2,-0.3206,1.7721,0.5744,3.8
COURSE_27×ten_shisu_juni,10_芝_中距離,16,138,6.5,20.3,47.8,86.0,-0.734,-0.1769,0.5065,-2.7
COURSE_27×ten_shisu_juni,10_芝_中距離,17,46,2.2,17.4,10.5,29.8,-1.6886,-3.4923,0.3212,-3.8
COURSE_27×ten_shisu_juni,10_芝_中距離,18,38,0.0,13.2,0.0,53.7,-2.4151,-2.6993,0.2945,-3.5
COURSE_27×ten_shisu_juni,10_芝_中距離,2,647,10.7,31.2,75.6,78.2,0.9058,0.1346,0.7861,4.8
COURSE_27×ten_shisu_juni,10_芝_中距離,3,631,11.3,31.5,80.5,82.6,1.0298,0.4405,0.7823,6.0
COURSE_27×ten_shisu_juni,10_芝_中距離,4,626,11.0,33.4,114.3,94.1,1.1475,1.7313,0.7811,8.3
COURSE_27×ten_shisu_juni,10_芝_中距離,5,590,8.1,24.7,64.7,70.5,-0.0876,-0.4551,0.772,-2.3
COURSE_27×ten_shisu_juni,10_芝_中距離,6,602,10.0,24.8,71.5,63.9,0.2306,-0.5828,0.7751,-1.3
COURSE_27×ten_shisu_juni,10_芝_中距離,7,599,6.8,23.0,86.3,78.1,-0.4484,0.3807,0.7743,-0.7
COURSE_27×ten_shisu_juni,10_芝_中距離,8,602,8.3,25.2,73.0,80.0,-0.0112,0.152,0.7751,0.6
COURSE_27×ten_shisu_juni,10_芝_中距離,9,544,8.6,26.5,106.2,91.0,0.1516,1.407,0.7591,5.6
COURSE_27×ten_shisu_juni,10_芝_短距離,1,668,16.9,36.8,82.5,86.7,2.8898,0.1273,0.7909,8.8
COURSE_27×ten_shisu_juni,10_芝_短距離,10,446,7.2,20.4,119.4,91.6,-0.2344,1.0781,0.7261,3.0
COURSE_27×ten_shisu_juni,10_芝_短距離,11,414,6.0,19.3,84.6,87.2,-0.5366,0.1899,0.7132,-1.8
COURSE_27×ten_shisu_juni,10_芝_短距離,12,363,4.4,17.6,81.0,81.1,-0.9607,-0.1187,0.6897,-4.3
COURSE_27×ten_shisu_juni,10_芝_短距離,13,349,4.3,18.3,65.1,86.1,-0.914,-0.2554,0.6826,-4.5
COURSE_27×ten_shisu_juni,10_芝_短距離,14,320,8.4,19.4,140.3,91.8,-0.1229,1.5178,0.6667,4.4
COURSE_27×ten_shisu_juni,10_芝_短距離,15,279,6.8,20.8,87.0,90.3,-0.2655,0.3585,0.641,0.1
COURSE_27×ten_shisu_juni,10_芝_短距離,16,262,5.0,13.7,56.6,68.2,-1.2136,-1.1182,0.6291,-6.2
COURSE_27×ten_shisu_juni,10_芝_短距離,17,223,3.1,15.2,23.8,64.2,-1.3977,-1.9497,0.5983,-6.7
COURSE_27×ten_shisu_juni,10_芝_短距離,18,174,5.2,14.9,54.1,49.6,-1.0709,-1.8838,0.5506,-5.9
COURSE_27×ten_shisu_juni,10_芝_短距離,2,654,11.5,31.5,95.5,88.5,1.4983,0.4651,0.7877,7.3
COURSE_27×ten_shisu_juni,10_芝_短距離,3,626,9.1,29.2,74.3,84.6,0.8848,-0.1228,0.7811,3.8
COURSE_27×ten_shisu_juni,10_芝_短距離,4,592,7.6,25.8,75.5,71.6,0.3233,-0.597,0.7725,-0.8
COURSE_27×ten_shisu_juni,10_芝_短距離,5,623,8.8,23.9,77.1,73.5,0.3531,-0.491,0.7804,-0.3
COURSE_27×ten_shisu_juni,10_芝_短距離,6,569,7.2,21.1,104.0,85.8,-0.1709,0.5371,0.7663,1.3
COURSE_27×ten_shisu_juni,10_芝_短距離,7,633,5.4,19.9,45.0,72.0,-0.5833,-1.2121,0.7828,-6.6
COURSE_27×ten_shisu_juni,10_芝_短距離,8,589,7.3,22.6,85.8,80.7,-0.0178,-0.0348,0.7717,-0.2
COURSE_27×ten_shisu_juni,10_芝_短距離,9,526,7.6,23.2,166.1,105.1,0.0872,2.5616,0.7537,7.5
COURSE_27×ten_shisu_juni,10_芝_長距離,1,84,11.9,28.6,52.5,58.6,0.5781,-0.7436,0.4166,-0.1
COURSE_27×ten_shisu_juni,10_芝_長距離,10,60,5.0,26.7,28.7,83.5,-0.7004,-0.384,0.3612,-2.2
COURSE_27×ten_shisu_juni,10_芝_長距離,11,53,5.7,20.8,27.8,61.5,-1.1001,-1.0531,0.342,-3.3
COURSE_27×ten_shisu_juni,10_芝_長距離,12,45,4.4,28.9,37.9,89.8,-0.6061,-0.0491,0.318,-1.3
COURSE_27×ten_shisu_juni,10_芝_長距離,2,79,11.4,25.3,58.4,60.1,0.2107,-0.6044,0.4061,-0.8
COURSE_27×ten_shisu_juni,10_芝_長距離,3,77,11.7,31.2,66.0,113.6,0.7718,1.1095,0.4018,3.5
COURSE_27×ten_shisu_juni,10_芝_長距離,4,76,5.3,22.4,39.0,63.6,-1.0256,-0.8111,0.3996,-3.5
COURSE_27×ten_shisu_juni,10_芝_長距離,5,75,10.7,32.0,69.7,93.0,0.6799,0.5557,0.3974,2.6
COURSE_27×ten_shisu_juni,10_芝_長距離,6,80,8.8,30.0,48.0,73.4,0.1995,-0.3753,0.4082,-0.3
COURSE_27×ten_shisu_juni,10_芝_長距離,7,69,5.8,24.6,106.8,86.8,-0.7538,0.9657,0.3836,0.1
COURSE_27×ten_shisu_juni,10_芝_長距離,8,71,8.5,29.6,51.4,74.8,0.1164,-0.2791,0.3883,-0.3
COURSE_27×ten_shisu_juni,10_芝_長距離,9,66,15.2,25.8,109.0,72.0,0.8674,0.5605,0.3763,2.8
COURSE_27×ichi_shisu_juni,01_ダ_中距離,1,622,11.1,30.2,60.4,74.2,0.6846,-0.5406,0.7801,1.2
COURSE_27×ichi_shisu_juni,01_ダ_中距離,10,323,6.5,22.3,109.9,95.3,-0.8263,0.6209,0.6684,-1.4
COURSE_27×ichi_shisu_juni,01_ダ_中距離,11,284,7.7,23.6,96.5,84.2,-0.5021,0.1754,0.6444,-1.5
COURSE_27×ichi_shisu_juni,01_ダ_中距離,12,265,2.3,16.6,35.1,78.6,-2.0668,-0.765,0.6313,-6.8
COURSE_27×ichi_shisu_juni,01_ダ_中距離,13,221,5.0,17.6,64.7,83.0,-1.5142,-0.2703,0.5966,-5.3
COURSE_27×ichi_shisu_juni,01_ダ_中距離,14,147,6.8,20.4,122.5,77.1,-0.9497,0.3432,0.5184,-2.2
COURSE_27×ichi_shisu_juni,01_ダ_中距離,2,403,11.7,30.5,64.3,68.0,0.8145,-0.6404,0.7084,1.3
COURSE_27×ichi_shisu_juni,01_ダ_中距離,3,400,13.5,32.8,139.2,97.5,1.333,1.0581,0.7071,7.1
COURSE_27×ichi_shisu_juni,01_ダ_中距離,4,390,12.6,30.5,76.1,72.9,0.9681,-0.3666,0.7026,3.0
COURSE_27×ichi_shisu_juni,01_ダ_中距離,5,393,9.9,31.6,75.4,100.7,0.6084,0.3004,0.704,3.7
COURSE_27×ichi_shisu_juni,01_ダ_中距離,6,373,8.3,29.0,77.3,82.7,0.0965,-0.1126,0.6946,0.0
COURSE_27×ichi_shisu_juni,01_ダ_中距離,7,378,8.7,28.0,85.1,88.0,0.0729,0.1185,0.697,0.8
COURSE_27×ichi_shisu_juni,01_ダ_中距離,8,348,9.2,27.9,80.8,81.1,0.149,-0.1056,0.6821,0.3
COURSE_27×ichi_shisu_juni,01_ダ_中距離,9,329,7.3,24.6,42.6,70.9,-0.4785,-0.854,0.6718,-4.6
COURSE_27×ichi_shisu_juni,01_ダ_短距離,1,180,18.9,47.2,99.4,102.9,2.4939,0.7176,0.5571,6.2
COURSE_27×ichi_shisu_juni,01_ダ_短距離,10,121,5.0,17.4,74.8,73.5,-1.2427,-0.3764,0.4819,-4.0
COURSE_27×ichi_shisu_juni,01_ダ_短距離,11,114,5.3,26.3,21.5,87.4,-0.6073,-0.7561,0.4709,-3.3
COURSE_27×ichi_shisu_juni,01_ダ_短距離,12,96,6.2,25.0,140.3,145.4,-0.5824,2.3728,0.4399,3.3
COURSE_27×ichi_shisu_juni,01_ダ_短距離,2,170,16.5,34.1,80.0,77.2,1.3142,-0.2097,0.5461,3.7
COURSE_27×ichi_shisu_juni,01_ダ_短距離,3,172,12.2,36.0,60.6,66.5,0.9054,-0.7522,0.5484,1.0
COURSE_27×ichi_shisu_juni,01_ダ_短距離,4,167,14.4,32.9,145.9,84.2,0.9716,0.8802,0.5427,4.8
COURSE_27×ichi_shisu_juni,01_ダ_短距離,5,166,8.4,24.1,50.3,60.8,-0.3683,-1.0407,0.5416,-3.8
COURSE_27×ichi_shisu_juni,01_ダ_短距離,6,165,5.5,23.0,86.4,81.1,-0.8041,-0.0212,0.5404,-2.7
COURSE_27×ichi_shisu_juni,01_ダ_短距離,7,151,5.3,19.2,66.3,65.4,-1.0844,-0.7016,0.5235,-4.5
COURSE_27×ichi_shisu_juni,01_ダ_短距離,8,143,6.3,27.3,112.7,123.4,-0.4154,1.4272,0.5132,2.4
COURSE_27×ichi_shisu_juni,01_ダ_短距離,9,140,5.7,24.3,28.9,65.3,-0.6918,-1.2208,0.5092,-4.5
COURSE_27×ichi_shisu_juni,01_芝_マイル,1,506,11.5,29.8,101.8,76.2,0.4647,0.1884,0.7473,2.9
COURSE_27×ichi_shisu_juni,01_芝_マイル,10,103,6.8,21.4,123.7,71.4,-0.9015,0.3935,0.4525,-1.7
COURSE_27×ichi_shisu_juni,01_芝_マイル,11,89,10.1,24.7,130.3,106.8,-0.1495,1.5364,0.4266,2.8
COURSE_27×ichi_shisu_juni,01_芝_マイル,12,83,4.8,27.7,67.6,82.8,-0.6952,-0.1583,0.4145,-2.1
COURSE_27×ichi_shisu_juni,01_芝_マイル,13,63,3.2,20.6,83.2,99.4,-1.4985,0.5752,0.3689,-2.3
COURSE_27×ichi_shisu_juni,01_芝_マイル,14,45,2.2,15.6,11.8,65.3,-2.0454,-1.5533,0.318,-3.6
COURSE_27×ichi_shisu_juni,01_芝_マイル,2,150,15.3,34.0,108.4,102.1,1.3626,1.0525,0.5222,5.3
COURSE_27×ichi_shisu_juni,01_芝_マイル,3,152,14.5,34.9,68.8,88.9,1.3158,0.0396,0.5247,4.0
COURSE_27×ichi_shisu_juni,01_芝_マイル,4,128,15.6,36.7,86.3,73.9,1.6224,-0.124,0.4924,4.0
COURSE_27×ichi_shisu_juni,01_芝_マイル,5,149,8.1,28.2,33.0,79.5,-0.1665,-0.8017,0.521,-2.6
COURSE_27×ichi_shisu_juni,01_芝_マイル,6,136,7.4,26.5,44.5,82.8,-0.4058,-0.5232,0.5037,-2.6
COURSE_27×ichi_shisu_juni,01_芝_マイル,7,119,8.4,30.3,43.9,77.2,0.0454,-0.697,0.4788,-1.6
COURSE_27×ichi_shisu_juni,01_芝_マイル,8,121,8.3,28.9,119.4,97.4,-0.0811,1.0884,0.4819,2.4
COURSE_27×ichi_shisu_juni,01_芝_マイル,9,108,4.6,23.1,18.7,45.8,-1.0918,-2.0164,0.4611,-5.0
COURSE_27×ichi_shisu_juni,01_芝_中距離,1,731,12.6,32.7,65.0,66.8,0.9976,-0.4896,0.8039,3.1
COURSE_27×ichi_shisu_juni,01_芝_中距離,10,224,8.9,24.1,119.3,76.6,-0.2073,1.1742,0.5991,2.8
COURSE_27×ichi_shisu_juni,01_芝_中距離,11,206,5.8,21.8,53.5,66.7,-0.8348,-0.7578,0.583,-4.6
COURSE_27×ichi_shisu_juni,01_芝_中距離,12,170,7.1,18.8,69.3,51.9,-0.8804,-1.026,0.5461,-4.8
COURSE_27×ichi_shisu_juni,01_芝_中距離,13,148,7.4,18.2,112.2,68.5,-0.8837,0.666,0.5197,-1.1
COURSE_27×ichi_shisu_juni,01_芝_中距離,14,115,4.3,19.1,41.4,66.5,-1.262,-1.044,0.4725,-4.7
COURSE_27×ichi_shisu_juni,01_芝_中距離,15,63,4.8,23.8,31.4,80.5,-0.8236,-0.6768,0.3689,-2.8
