phase,segment,combo,bin_key,n_horses,tansho_n,tansho_hit_rate,tansho_roi_raw,tansho_roi_corr,fukusho_n,fukusho_hit_rate,fukusho_roi_raw,fukusho_roi_corr,combo_clb,combo_mean_roi
3,GLOBAL_条件戦,kyori_tekisei_2+kyakushitsu+omo_tekisei_code,2|2|3,139,139,17.27,49.93,67.09,139,55.4,91.15,98.74,81.0,87.52
3,KEIBAJO_SURFACE_05_ダ_条件戦,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,2|2|1.0,197,197,25.89,84.87,102.19,197,52.28,83.2,98.55,85.74,88.19
3,KEIBAJO_SURFACE_06_ダ,manken_shirushi+da_tekisei_code+ichi_shisu_juni,1|2|2.0,143,143,23.78,89.09,97.8,143,47.55,90.63,98.4,82.98,86.74
3,KEIBAJO_SURFACE_02_ダ,joshodo_code+ichi_shisu_juni+pace_shisu_juni,3|1.0|1.0,166,166,21.69,68.49,85.39,166,54.82,96.02,98.4,88.92,93.42
3,COURSE_27_右回り急坂U字_ダ,manken_shirushi+kyori_tekisei+agari_shisu_juni,4|1|1.0,143,143,21.68,119.23,99.83,143,48.95,97.2,98.15,80.94,85.37
3,KEIBAJO_SURFACE_06_ダ_条件戦,omo_tekisei_code+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,272,272,42.65,85.04,82.25,272,77.94,91.99,97.97,80.88,89.28
3,COURSE_27_右回り急坂U字_ダ,manken_shirushi+da_tekisei_code+agari_shisu_juni,2|2|2.0,183,183,16.39,91.42,84.5,183,46.99,96.39,97.93,80.73,84.87
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+omo_tekisei_code,2|M|3,158,158,20.25,70.7,76.95,158,55.7,95.06,97.91,81.15,86.69
3,COURSE_27_左回り平坦O字_ダ,uma_deokure_ritsu+uma_start_shisu+gekiso_juni,0.0|0.0|1.0,130,130,20.77,127.46,86.19,130,55.38,106.69,97.9,85.18,92.54
3,KEIBAJO_SURFACE_02_ダ,ichi_shisu_juni+umakigo_code+pace_shisu_juni,1.0|00|1.0,183,183,24.59,79.73,91.75,183,56.83,96.01,97.81,81.59,89.94
3,KEIBAJO_SURFACE_06_ダ_条件戦,kyakushitsu+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,221,221,42.53,81.95,81.14,221,77.83,91.81,97.77,95.01,98.12
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+agari_shisu_juni+gekiso_juni,3|2.0|2.0,136,136,19.85,73.09,88.99,136,55.88,101.62,97.71,84.23,89.23
3,KEIBAJO_SURFACE_05_芝_条件戦,ten_shisu_juni+pace_shisu_juni+gekiso_juni,1.0|1.0|1.0,142,142,39.44,93.38,100.01,142,67.61,93.59,97.59,89.34,93.14
3,KEIBAJO_SURFACE_02_ダ,joshodo_code+ten_shisu_juni+ichi_shisu_juni,3|1.0|1.0,172,172,22.67,87.67,94.81,172,51.16,101.1,97.59,88.05,93.55
3,KEIBAJO_SURFACE_08_芝_条件戦,tenkai_kigo_code+hizume_code+uma_start_shisu,0|23|0.0,138,138,7.97,124.71,88.37,138,32.61,113.91,97.25,80.32,85.05
3,KEIBAJO_SURFACE_09_ダ_条件戦,tenkai_kigo_code+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,174,174,47.13,85.52,82.19,174,79.89,91.21,97.2,83.33,92.52
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+hizume_code,2|5|22,152,152,24.34,87.37,90.03,152,57.89,93.62,97.13,82.04,90.09
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+kijun_ninkijun_tansho+gekiso_juni,3|1|1.0,170,170,40.59,77.06,80.6,170,77.06,89.59,96.94,95.25,100.11
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+keibajo_code,2|00|05,155,155,26.45,70.19,79.18,155,61.94,83.81,96.69,81.12,88.02
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyakushitsu,2|M|3,158,158,17.09,54.11,62.82,158,57.59,92.85,96.52,80.89,88.06
3,COURSE_27_右回り平坦U字_ダ,uma_deokure_ritsu+ichi_shisu_juni+gekiso_juni,0.0|1.0|1.0,130,130,32.31,125.77,94.07,130,60.77,95.23,96.44,80.32,85.67
3,KEIBAJO_SURFACE_09_ダ_条件戦,ls_shisu_juni+kijun_ninkijun_tansho+gekiso_juni,3.0|1|1.0,242,242,42.56,81.86,82.68,242,78.51,90.37,96.44,80.76,87.3
3,KEIBAJO_SURFACE_05_芝_条件戦,pace_yoso+pace_shisu_juni+gekiso_juni,M|1.0|1.0,154,154,36.36,91.49,97.41,154,65.58,92.4,96.35,86.68,92.65
3,GLOBAL_条件戦,kyori_tekisei_2+keibajo_code+kyori_tekisei,2|05|5,151,151,25.83,65.89,75.48,151,62.25,83.51,96.09,82.67,92.28
3,KEIBAJO_SURFACE_07_芝,manken_shirushi+joken_class_code+agari_shisu_juni,2|0|1.0,131,131,28.24,87.1,90.04,131,58.78,89.85,96.06,80.84,85.58
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+hizume_code,2|00|22,153,153,23.53,84.44,88.08,153,56.86,91.83,95.99,86.25,93.04
3,KEIBAJO_SURFACE_05_芝_条件戦,ichi_shisu_juni+pace_shisu_juni+gekiso_juni,1.0|1.0|1.0,166,166,36.75,89.34,97.77,166,65.66,91.69,95.9,85.21,89.36
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+umakigo_code,2|2|00,155,155,26.45,73.48,88.56,155,58.06,85.29,95.88,83.62,89.09
3,KEIBAJO_SURFACE_09_ダ,manken_shirushi+joken_class_code+ten_shisu_juni,2|0|1.0,133,133,27.82,112.93,84.7,133,57.89,93.83,95.86,83.73,86.73
3,KEIBAJO_SURFACE_06_ダ_条件戦,rotation+ls_shisu_juni+kijun_ninkijun_tansho,2.0|2.0|1,169,169,46.15,87.34,87.32,169,77.51,89.11,95.8,85.57,91.42
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+omo_tekisei_code,2|00|1,158,158,25.95,76.96,75.73,158,63.29,85.51,95.71,85.06,89.11
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+uma_deokure_ritsu+kyakushitsu,2|0.0|2,319,319,15.67,64.95,101.56,319,39.81,87.12,95.67,81.56,88.66
3,KEIBAJO_SURFACE_05_ダ_条件戦,pace_yoso+rotation+ten_shisu_juni,H|2.0|2.0,138,138,16.67,62.75,86.52,138,47.1,98.77,95.67,84.15,88.75
3,KEIBAJO_SURFACE_07_ダ_新馬,kyusha_hyoka_code+uma_deokure_ritsu+kishu_kitai_tansho_ritsu,3|0.0|2.4,164,164,1.22,25.98,32.73,164,18.9,125.37,95.65,82.1,90.91
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,1|2|1.0,279,279,26.88,84.77,96.61,279,51.25,89.21,95.52,82.41,86.55
3,KEIBAJO_SURFACE_02_芝_条件戦,kyori_kubun+ten_shisu_juni+ichi_shisu_juni,短距離|1.0|1.0,145,145,25.52,124.83,84.45,145,57.93,91.31,95.38,80.49,88.19
3,COURSE_27_左回り平坦O字_ダ,manken_shirushi+da_tekisei_code+uma_start_shisu,1|2|0.0,143,143,9.79,101.19,75.47,143,36.36,107.62,95.33,85.31,90.52
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+agari_shisu_juni+gekiso_juni,3|3.0|1.0,152,152,31.58,77.04,86.62,152,64.47,87.96,95.25,84.23,89.23
3,KEIBAJO_SURFACE_06_ダ_条件戦,pace_yoso+kijun_ninkijun_tansho+gekiso_juni,H|1|1.0,268,268,38.43,73.77,75.62,268,75.0,87.61,95.22,86.55,91.31
3,GLOBAL_条件戦,kyori_tekisei_2+da_tekisei_code+omo_tekisei_code,2|2|1,156,156,25.64,76.03,74.96,156,62.82,84.81,95.15,83.92,89.68
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+omo_tekisei_code+gekiso_juni,1|2|1.0,206,206,30.1,95.05,92.2,206,56.31,84.71,95.12,82.15,90.15
3,KEIBAJO_SURFACE_06_ダ_未勝利,umakigo_code+ls_shisu_juni+rotation,00|5.0|2.0,134,134,7.46,80.82,89.31,134,29.1,102.91,95.06,82.25,88.93
3,KEIBAJO_SURFACE_09_ダ_条件戦,joshodo_code+ten_shisu_juni+kijun_ninkijun_tansho,3|1.0|1,208,208,38.94,76.39,78.64,208,76.44,89.62,94.98,81.27,84.34
3,KEIBAJO_SURFACE_06_ダ_条件戦,tenkai_kigo_code+kijun_ninkijun_tansho+gekiso_juni,0|1|1.0,138,138,32.61,77.1,72.6,138,73.19,90.51,94.98,95.25,100.11
3,COURSE_27_左回り急坂O字_ダ,ten_shisu_juni+pace_shisu_juni+tenkai_kigo_code,1.0|1.0|0,165,165,15.76,95.64,90.36,165,44.24,98.85,94.97,92.85,94.29
3,GLOBAL_条件戦,kyori_tekisei_2+da_tekisei_code+kyakushitsu,2|2|2,190,190,25.79,71.79,77.6,190,60.53,82.37,94.95,82.45,91.94
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+uma_start_shisu,2|H|0.0,156,156,18.59,79.87,78.45,156,48.72,91.92,94.91,91.77,93.5
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+umakigo_code,2|M|00,444,444,22.3,72.95,78.48,444,56.76,86.8,94.63,85.08,88.56
3,KEIBAJO_SURFACE_08_芝_条件戦,tenkai_kigo_code+ten_shisu_juni+uma_start_shisu,0|1.0|0.0,130,130,16.15,87.54,91.41,130,46.15,99.54,94.6,80.19,85.42
3,KEIBAJO_SURFACE_06_ダ,manken_shirushi+da_tekisei_code+ichi_shisu_juni,1|2|1.0,183,183,24.04,116.83,89.88,183,45.9,101.58,94.54,82.98,86.74
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+kyori_tekisei,5|2|1,131,131,30.53,96.18,96.01,131,58.78,84.35,94.49,89.16,93.52
3,KEIBAJO_SURFACE_09_ダ_条件戦,kyori_kubun+kijun_ninkijun_tansho+gekiso_juni,マイル|1|1.0,133,133,42.11,82.86,87.01,133,74.44,87.74,94.48,82.62,89.48
3,COURSE_27_北海道U字_芝,uma_deokure_ritsu+omo_tekisei_code+ten_shisu_juni,0.0|2|1.0,145,145,22.76,109.93,97.56,145,46.21,94.9,94.31,80.15,87.01
3,COURSE_27_右回り急坂U字_ダ,manken_shirushi+kyori_tekisei+agari_shisu_juni,1|1|3.0,164,164,14.02,103.17,101.58,164,35.98,88.17,94.29,80.94,85.37
3,KEIBAJO_SURFACE_09_ダ_条件戦,manken_shirushi+kyakushitsu+hizume_code,1|2|10,131,131,16.79,77.4,85.75,131,43.51,78.7,94.29,80.97,86.32
3,KEIBAJO_SURFACE_09_ダ_条件戦,pace_yoso+kijun_ninkijun_tansho+gekiso_juni,M|1|1.0,266,266,40.98,81.95,79.27,266,76.69,89.25,94.29,85.33,88.89
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+da_tekisei_code,2|00|2,440,440,25.0,77.27,80.52,440,58.64,83.41,94.2,82.05,88.19
3,COURSE_27_東京U字_芝,kyori_tekisei_2+uma_deokure_ritsu+shiba_tekisei_code,2|0.0|2,402,402,14.93,63.33,87.63,402,41.29,93.48,94.17,80.91,87.76
3,SURFACE_2_芝_条件戦,manken_shirushi+keibajo_code+pace_shisu_juni,5|05|1.0,140,140,27.86,113.07,98.8,140,58.57,102.21,94.13,80.67,85.27
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+pace_yoso+agari_shisu_juni,1|H|1.0,140,140,22.14,62.64,84.49,140,49.29,89.5,94.1,85.71,93.49
3,COURSE_27_左回り急坂O字_ダ,manken_shirushi+da_tekisei_code+hizume_code,1|2|22,130,130,13.08,100.62,103.88,130,36.15,97.77,94.09,80.89,84.88
3,KEIBAJO_SURFACE_07_ダ_新馬,uma_deokure_ritsu+kishu_shisu+kishu_kitai_tansho_ritsu,0.0|0.2|1.3,132,132,3.79,188.18,181.19,132,12.12,117.58,94.0,81.31,88.12
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+omo_tekisei_code,2|5|1,148,148,27.03,78.51,77.88,148,62.84,84.86,94.0,81.37,86.49
3,KEIBAJO_SURFACE_09_ダ_条件戦,omo_tekisei_code+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,292,292,40.41,77.74,79.11,292,76.37,88.73,93.87,86.55,90.33
3,KEIBAJO_SURFACE_07_芝_条件戦,tenkai_kigo_code+agari_shisu_juni+kijun_ninkijun_tansho,2|1.0|1,198,198,44.44,92.22,91.87,198,73.74,91.01,93.86,80.94,87.08
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+kyakushitsu,2|00|2,423,423,21.28,65.79,74.7,423,55.32,84.44,93.77,84.66,88.97
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyakushitsu,2|M|2,194,194,21.65,58.87,71.59,194,57.73,83.3,93.77,80.89,88.06
3,COURSE_27_右回り急坂U字_ダ,manken_shirushi+da_tekisei_code+agari_shisu_juni,1|2|3.0,182,182,13.74,95.38,94.99,182,36.26,81.37,93.76,80.73,84.87
3,KEIBAJO_SURFACE_09_ダ_条件戦,pace_yoso+kijun_ninkijun_tansho+gekiso_juni,M|1|2.0,154,154,37.66,94.22,86.23,154,73.38,93.31,93.67,85.33,88.89
3,COURSE_27_左回り急坂O字_ダ,ten_shisu_juni+pace_shisu_juni+tenkai_kigo_code,1.0|1.0|1,131,131,12.98,61.3,63.26,131,45.8,98.63,93.65,92.85,94.29
3,COURSE_27_右回り平坦O字_芝,joken_class_code+ten_shisu_juni+gekiso_juni,0|1.0|1.0,157,157,29.3,90.45,88.55,157,62.42,97.45,93.63,81.87,85.71
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_tekisei+kyakushitsu,5|1|3,170,170,14.12,56.47,64.11,170,49.41,93.29,93.58,80.69,86.24
3,KEIBAJO_SURFACE_05_芝_条件戦,manken_shirushi+ichi_shisu_juni+pace_shisu_juni,2|1.0|1.0,131,131,41.22,119.69,117.64,131,61.07,90.61,93.57,82.44,88.31
3,KEIBAJO_SURFACE_09_ダ_条件戦,kyori_kubun+kijun_ninkijun_tansho+gekiso_juni,中距離|1|1.0,255,255,37.25,73.14,70.63,255,76.86,88.71,93.5,82.62,89.48
3,KEIBAJO_SURFACE_09_ダ_条件戦,kyori_tekisei+kijun_ninkijun_tansho+gekiso_juni,2|1|1.0,226,226,36.28,72.04,68.55,226,76.99,88.23,93.39,81.81,88.24
3,KEIBAJO_SURFACE_02_ダ,manken_shirushi+joshodo_code+gekiso_juni,1|3|1.0,168,168,17.86,157.44,103.15,168,41.07,102.02,93.37,81.34,88.04
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+umakigo_code,3|長距離|00,151,151,26.49,104.97,86.76,151,56.29,93.05,93.34,83.65,88.11
3,COURSE_27_東京U字_芝,nyukyu_nannichimae+uma_deokure_ritsu+shiba_tekisei_code,25.0|0.0|2,140,140,25.71,95.5,127.4,140,45.71,85.5,93.28,81.38,84.77
3,KEIBAJO_SURFACE_07_芝,manken_shirushi+omo_tekisei_code+agari_shisu_juni,2|2|1.0,134,134,23.88,76.57,94.62,134,51.49,87.16,93.21,80.78,86.4
3,KEIBAJO_SURFACE_06_ダ_条件戦,omo_tekisei_code+ichi_shisu_juni+kijun_ninkijun_tansho,2|2.0|1,130,130,42.31,87.46,88.5,130,73.08,87.92,93.17,80.97,89.03
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+kyori_tekisei,2|2|5,150,150,25.33,68.47,82.09,150,57.33,83.93,93.13,89.16,93.52
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+kyakushitsu,2|H|2,224,224,20.98,71.16,76.79,224,53.57,83.75,92.98,80.89,88.06
3,KEIBAJO_SURFACE_05_芝_条件戦,tenkai_kigo_code+agari_shisu_juni+gekiso_juni,2|1.0|1.0,184,184,40.22,88.7,86.46,184,70.11,87.77,92.96,84.45,90.58
3,GLOBAL_条件戦,kyori_tekisei_2+pace_yoso+omo_tekisei_code,2|M|2,238,238,21.85,73.45,79.61,238,55.46,82.18,92.93,81.15,86.69
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+omo_tekisei_code+uma_deokure_ritsu,2|2|0.0,393,393,13.23,65.37,88.64,393,39.19,91.48,92.91,88.31,90.53
3,KEIBAJO_SURFACE_07_ダ_新馬,uma_deokure_ritsu+kishu_shisu+kishu_kitai_tansho_ritsu,0.0|0.4|2.4,169,169,1.18,25.21,32.51,169,18.34,121.66,92.87,81.31,88.12
3,KEIBAJO_SURFACE_09_ダ_条件戦,omo_tekisei_code+manken_shirushi+gekiso_juni,2|2|1.0,149,149,29.53,84.5,77.66,149,65.1,83.02,92.86,84.75,91.13
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+omo_tekisei_code,5|短距離|2,222,222,23.42,60.9,80.49,222,54.95,93.33,92.79,81.3,86.53
3,COURSE_27_東京U字_芝,kyori_tekisei_2+omo_tekisei_code+uma_deokure_ritsu,2|2|0.0,388,388,12.89,64.72,86.8,388,38.92,91.55,92.77,90.29,91.29
3,COURSE_27_北海道O字_ダ,manken_shirushi+umakigo_code+agari_shisu_juni,2|00|1.0,162,162,19.14,112.16,99.38,162,41.36,91.42,92.75,84.57,91.7
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+umakigo_code,2|4|00,136,136,24.26,77.13,85.36,136,55.88,87.13,92.73,83.62,89.09
3,COURSE_27_左回り急坂O字_ダ,pace_yoso+ten_shisu_juni+pace_shisu_juni,H|1.0|1.0,218,218,14.68,77.94,71.86,218,44.95,96.42,92.73,83.31,94.38
3,SURFACE_2_ダ_新馬,manken_shirushi+ichi_shisu_juni+ten_shisu_juni,3|1.0|1.0,142,142,19.01,89.23,90.61,142,43.66,93.1,92.72,82.85,89.08
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+kyori_tekisei,3|長距離|2,148,148,27.03,107.09,88.43,148,55.41,91.15,92.68,82.95,87.92
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+uma_start_shisu,2|中距離|0.0,211,211,19.91,80.57,79.42,211,50.24,92.46,92.68,85.95,92.72
3,GLOBAL_条件戦,kyori_tekisei_2+uma_deokure_ritsu+pace_yoso,2|0.0|M,191,191,22.51,74.61,77.89,191,56.02,84.82,92.68,81.79,87.29
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+pace_yoso+rotation,2|H|2.0,132,132,19.7,66.14,90.98,132,45.45,79.17,92.67,80.49,85.91
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+kyori_tekisei,2|1|5,199,199,22.61,67.59,71.99,199,55.28,87.24,92.64,89.16,93.52
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+kyakushitsu+gekiso_juni,1|2|1.0,178,178,32.02,108.76,92.99,178,56.18,89.44,92.58,80.6,88.64
3,KEIBAJO_SURFACE_05_芝,kyori_tekisei_2+omo_tekisei_code+uma_deokure_ritsu,3|2|0.0,147,147,17.01,63.2,86.14,147,44.9,91.77,92.5,88.31,90.53
3,GLOBAL_条件戦,kyori_tekisei_2+kyori_kubun+da_tekisei_code,2|中距離|2,324,324,24.07,79.97,83.6,324,55.56,81.98,92.28,80.09,88.31
3,KEIBAJO_SURFACE_03_芝_新馬,pace_yoso+umakigo_code+kishu_kitai_rentai_ritsu,H|00|3.8,161,161,2.48,124.78,98.88,161,11.8,111.3,92.2,92.9,100.65
3,KEIBAJO_SURFACE_06_ダ_条件戦,omo_tekisei_code+kijun_ninkijun_tansho+gekiso_juni,2|2|2.0,131,131,24.43,95.19,93.05,131,61.07,91.53,92.19,80.88,89.28
3,KEIBAJO_SURFACE_06_ダ_条件戦,omo_tekisei_code+agari_shisu_juni+kijun_ninkijun_tansho,2|1.0|1,158,158,47.47,87.78,87.1,158,73.42,85.82,92.19,85.47,88.89
3,COURSE_27_東京U字_芝,joken_class_code+manken_shirushi+ten_shisu_juni,0|2|1.0,136,136,38.24,102.79,108.41,136,59.56,87.28,92.16,82.15,88.86
3,KEIBAJO_SURFACE_06_ダ_条件戦,omo_tekisei_code+ichi_shisu_juni+kijun_ninkijun_tansho,2|1.0|1,154,154,42.21,81.69,82.11,154,72.08,85.45,92.15,80.97,89.03
3,GLOBAL_条件戦,kyori_tekisei_2+umakigo_code+keibajo_code,2|00|01,137,137,13.87,54.74,62.87,137,44.53,90.58,92.13,81.12,88.02
3,COURSE_27_右回り急坂O字_ダ,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|1.0,165,165,23.64,80.61,79.28,165,55.76,86.91,92.1,82.0,85.74
3,KEIBAJO_SURFACE_04_ダ_条件戦,pace_yoso+uma_start_shisu+rotation,H|0.0|1.0,146,146,6.16,41.71,46.47,146,37.67,100.68,92.08,83.08,86.0
3,SURFACE_2_芝_条件戦,manken_shirushi+keibajo_code+pace_shisu_juni,2|09|1.0,132,132,25.0,81.14,77.97,132,56.06,95.38,92.05,80.67,85.27
3,KEIBAJO_SURFACE_09_ダ,manken_shirushi+joken_class_code+ten_shisu_juni,3|0|1.0,151,151,23.18,79.27,82.95,151,55.63,100.2,92.03,83.73,86.73
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,1|3|3.0,149,149,16.78,88.93,97.61,149,40.27,76.38,91.97,82.41,86.55
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+umakigo_code,2|1|00,204,204,22.06,67.01,72.03,204,53.92,85.93,91.91,83.62,89.09
3,SURFACE_2_ダ_新馬,manken_shirushi+ichi_shisu_juni+ten_shisu_juni,6|1.0|1.0,139,139,24.46,92.88,110.89,139,47.48,95.61,91.89,82.85,89.08
3,KEIBAJO_SURFACE_06_ダ,manken_shirushi+da_tekisei_code+ichi_shisu_juni,2|2|1.0,156,156,24.36,127.5,96.25,156,46.15,92.5,91.88,82.98,86.74
3,KEIBAJO_SURFACE_09_ダ_条件戦,joshodo_code+ten_shisu_juni+gekiso_juni,3|2.0|1.0,130,130,30.0,86.38,79.09,130,64.62,103.23,91.81,81.58,88.54
3,COURSE_27_右回り平坦O字_芝,joken_class_code+pace_shisu_juni+gekiso_juni,0|1.0|1.0,186,186,31.18,101.88,92.48,186,62.9,94.25,91.8,80.35,84.75
3,KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+manken_shirushi+agari_shisu_juni,マイル|2|1.0,148,148,25.68,86.89,103.16,148,47.97,74.46,91.73,82.36,87.31
3,SURFACE_2_芝_条件戦,kyori_tekisei_2+pace_yoso+joshodo_code,2|M|3,275,275,18.91,60.87,73.23,275,53.09,87.35,91.72,80.63,85.97
3,KEIBAJO_SURFACE_06_ダ_条件戦,manken_shirushi+tenkai_kigo_code+agari_shisu_juni,2|2|1.0,240,240,25.42,73.71,89.99,240,51.25,82.0,91.7,82.41,86.55
3,KEIBAJO_SURFACE_05_ダ_条件戦,kyori_kubun+manken_shirushi+agari_shisu_juni,マイル|1|1.0,167,167,19.76,64.43,78.77,167,47.31,82.57,91.61,82.36,87.31
3,GLOBAL_条件戦,kyori_tekisei_2+manken_shirushi+kyori_tekisei,2|4|5,131,131,25.95,81.53,88.0,131,56.49,86.49,91.58,89.16,93.52
3,COURSE_27_左回り急坂U字_芝,agari_shisu_juni+joshodo_code+kijun_ninkijun_tansho,1.0|3|1,164,164,36.59,84.15,88.76,164,68.29,89.57,91.57,83.26,87.86
3,KEIBAJO_SURFACE_09_ダ_条件戦,joshodo_code+ten_shisu_juni+gekiso_juni,3|1.0|2.0,154,154,25.97,121.82,99.94,154,55.84,82.6,91.56,81.58,88.54
