segment,factors,type,grade,n_factors,is_cross,has_shirushi,orig_avg_place_roi,orig_total_samples,orig_pass_rate,n_valid_bets,mean_place_roi,std_individual,conservative_roi_lb,filter1_pass,oot_n_bets,oot_mean_roi,oot_conservative_roi,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,filter2_pass,oot_skip_reason,cross_gain,filter3_pass,shirushi_filter_applied,best_shirushi_clb,optimal_odds_threshold,optimal_rank_threshold,shirushi_market_gap_roi,filter4_pass,all_pass,scaling_raw_score
KEIBAJO_SURFACE_03_芝,prev1_corner4,numeric,C,1,False,False,79.6,12285,0.5882,12199,80.73,206.09,77.08,False,3776,79.27,72.97,77.7,76.4,83.3,76.4,False,,,False,False,,,,,False,False,
SURFACE_2_芝,kyusha_hyoka_code+shirushi_code_6,combo,C,2,True,True,77.3,93641,0.5882,93325,79.48,127.97,78.66,False,28121,79.08,77.65,79.7,78.6,78.8,78.6,False,,-0.0,False,True,76.93,10.0,3.0,78.08,False,False,
SURFACE_2_芝,kyusha_hyoka_code+shirushi_code_3,combo,C,2,True,True,76.3,93457,0.5882,93178,79.36,127.84,78.54,False,28036,78.78,77.34,80.1,78.1,78.0,78.0,False,,0.0,False,True,76.77,10.0,3.0,77.92,False,False,
KEIBAJO_SURFACE_10_芝,taikei_tomo,numeric,C,1,False,False,76.2,13781,0.5882,13324,82.08,207.14,78.57,False,4318,82.07,75.92,83.1,81.4,81.6,81.4,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,nyukyu_nannichimae+shirushi_code_2,combo,B,2,True,True,78.7,38078,0.5846,32028,81.08,140.29,79.54,True,11274,80.02,77.53,77.7,80.4,82.1,77.7,True,,-0.23,False,True,77.57,8.0,3.0,79.58,False,False,
SURFACE_2_ダ,gekiso_type+tenko_code,combo,B,2,True,False,82.9,68848,0.5833,68743,79.7,230.38,77.98,False,19776,79.01,75.93,75.9,80.3,80.9,75.9,False,,0.01,False,False,,,,,False,False,
SURFACE_2_ダ,bataiju_change_bin+shirushi_code_2,combo,B,2,True,True,81.5,87353,0.5833,86817,81.02,144.18,80.06,True,25742,81.14,79.44,81.6,80.9,80.9,80.9,True,,0.16,True,True,78.86,10.0,3.0,80.18,True,True,-14.94
GLOBAL,prev1_keibajo+shirushi_code_2,combo,B,2,True,True,81.2,174709,0.5833,173475,80.43,141.52,79.77,True,51541,80.49,79.31,80.4,80.4,80.6,80.4,True,,-0.0,True,True,78.42,10.0,3.0,79.35,True,True,-15.23
SURFACE_2_ダ,shirushi_code_2+yy_int,combo,C,2,True,True,80.9,93283,0.5833,93283,80.9,143.25,79.98,True,27755,80.99,79.36,81.6,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.02,True,True,-15.02
SURFACE_2_ダ,manken_shirushi+shirushi_code_2,combo,C,2,True,True,80.4,67981,0.5833,67981,81.41,143.07,80.33,True,20440,80.62,78.72,80.7,81.0,80.2,80.2,True,,0.51,True,True,78.87,5.0,3.0,80.27,True,True,-14.67
SURFACE_2_ダ,prev1_kyakushitsu+shirushi_code_2,combo,C,2,True,True,80.4,87384,0.5833,87350,81.08,144.33,80.13,True,25887,81.17,79.47,81.6,81.0,81.0,81.0,True,,0.18,True,True,78.88,10.0,3.0,80.21,True,True,-14.87
GLOBAL,shirushi_code_2+yy_int,combo,C,2,True,True,80.4,192442,0.5833,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,shirushi_code_2+wakuban,combo,C,2,True,True,80.3,93283,0.5833,93283,80.9,143.25,79.98,True,27755,80.99,79.36,81.6,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.02,True,True,-15.02
GLOBAL,kishu_shisu+kyusha_hyoka_code,combo,C,2,True,False,80.2,360874,0.5833,359576,78.9,193.55,78.27,False,105246,78.17,77.06,77.9,77.9,78.7,77.9,False,,-0.0,False,False,,,,,False,False,
GLOBAL,prev1_kyakushitsu+shirushi_code_2,combo,C,2,True,True,80.1,174709,0.5833,174509,80.45,141.84,79.78,True,51860,80.49,79.3,80.5,80.5,80.5,80.5,True,,0.01,True,True,78.44,10.0,3.0,79.36,True,True,-15.22
SURFACE_2_芝,prev1_corner4_bin+shirushi_code_2,combo,C,2,True,True,79.2,80535,0.5833,80535,79.65,139.24,78.68,False,24070,79.83,78.11,79.3,80.0,80.2,79.3,False,,-0.27,False,True,77.05,10.0,3.0,78.38,False,False,
KEIBAJO_SURFACE_10_芝,bac_tosu,numeric,C,1,False,False,79.2,16948,0.5833,16875,80.17,203.36,77.1,False,4962,80.48,74.8,79.1,80.4,82.0,79.1,False,,,False,False,,,,,False,False,
SURFACE_2_芝,babajotai_heavy+kyusha_hyoka_code,combo,B,2,True,False,78.9,170977,0.5833,170977,78.68,190.2,77.78,False,50539,77.76,76.18,78.0,77.6,77.6,77.6,False,,0.0,False,False,,,,,False,False,
SURFACE_2_ダ,kishu_minarai_code+shirushi_code_6,combo,C,2,True,True,78.3,15175,0.5833,14699,79.39,137.44,77.17,False,4689,80.57,76.67,78.2,78.1,84.9,78.1,False,,-0.12,False,True,75.41,5.0,3.0,78.02,False,False,
KEIBAJO_SURFACE_10_ダ,uma_tokki_2,numeric,B,1,False,False,76.1,6091,0.5833,3035,80.65,193.95,73.75,False,1024,83.22,71.55,71.8,84.7,90.2,71.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_02_芝,kishu_kitai_sanchakunai_ritsu,numeric,B,1,False,False,76.1,8160,0.5833,1629,78.92,235.74,67.47,False,1089,81.63,70.07,84.7,72.7,85.2,72.7,False,,,False,False,,,,,False,False,
GLOBAL,chokyo_yajirushi_code+joho_shisu,combo,B,2,True,False,81.7,360874,0.5816,357665,78.85,193.58,78.22,False,105051,78.19,77.07,77.9,78.0,78.7,77.9,False,,-0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,joho_shisu,numeric,C,1,False,False,80.4,17759,0.5814,17391,79.31,185.58,76.55,False,6304,79.21,74.74,76.0,81.1,78.8,76.0,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,hizume_code+shirushi_code_6,combo,B,2,True,True,80.5,87744,0.5795,86333,79.36,129.45,78.49,False,25812,79.76,78.21,80.4,78.2,80.9,78.2,False,,0.15,False,True,76.69,5.0,3.0,77.81,False,False,
SURFACE_2_芝,chokyo_yajirushi_code+shirushi_code_4,combo,B,2,True,True,84.6,93812,0.5789,93662,79.2,122.37,78.42,False,28165,79.23,77.79,80.1,79.0,78.6,78.6,False,,0.02,False,True,76.63,10.0,3.0,77.73,False,False,
KEIBAJO_SURFACE_07_ダ,joa_ls_shisu,numeric,C,1,False,False,82.2,21346,0.5789,19155,78.99,199.03,76.17,False,5697,80.33,75.14,80.8,78.6,81.3,78.6,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,hizume_code,combo,C,1,False,False,80.4,163584,0.5789,163505,79.01,194.15,78.07,False,47433,78.53,76.87,78.0,77.7,79.9,77.7,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,hizume_code,numeric,C,1,False,False,80.4,163584,0.5789,163505,79.01,194.15,78.07,False,47433,78.53,76.87,78.0,77.7,79.9,77.7,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,chokyo_yajirushi_code+kishu_shisu,combo,C,2,True,False,80.3,177971,0.5789,176123,78.91,196.56,77.99,False,51252,78.45,76.83,77.7,78.3,79.5,77.7,False,,0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,kohan_3f_sa,numeric,C,1,False,False,80.1,16948,0.5789,16694,80.07,202.77,77.0,False,4878,80.65,74.94,79.6,80.8,81.3,79.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,rotation,numeric,C,1,False,False,78.1,15139,0.5789,14371,80.65,203.27,77.32,False,4254,81.77,75.61,79.9,83.2,83.7,79.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,uma_start_shisu,numeric,C,1,False,False,76.1,10232,0.5789,9796,80.5,195.84,76.62,False,2965,82.15,75.3,81.4,83.4,82.4,81.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_ダ,uma_tokki_1,numeric,C,1,False,False,76.1,8058,0.5789,4701,80.21,199.82,74.5,False,1417,79.89,70.13,76.9,81.3,77.4,76.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_芝,uma_tokki_3,numeric,C,1,False,False,74.6,8150,0.5789,4925,82.54,194.06,77.12,False,1200,82.53,71.92,85.1,82.0,74.5,74.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_芝,joho_shisu,numeric,C,1,False,False,81.5,22719,0.5778,22391,78.55,190.85,76.05,False,6527,76.21,71.95,74.6,76.6,78.1,74.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,ichi_shisu,numeric,C,1,False,False,80.3,16948,0.5775,11586,80.52,197.29,76.93,False,3459,79.41,72.83,77.9,80.3,83.7,77.9,False,,,False,False,,,,,False,False,
SURFACE_2_芝,kyori_tekisei+prev3_chakujun,combo,B,2,True,False,78.8,119140,0.5769,118162,79.85,191.44,78.76,False,33790,79.38,77.42,79.7,78.0,80.4,78.0,False,,0.1,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,goal_sa,numeric,C,1,False,False,78.6,17759,0.5769,17410,79.73,182.26,77.02,False,6275,79.82,75.42,77.5,81.1,79.9,77.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,kishu_kitai_rentai_ritsu,numeric,C,1,False,False,79.8,21346,0.5758,12546,80.36,217.24,76.56,False,4621,83.14,77.06,81.1,82.2,83.1,81.1,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,hobokusaki_rank+manken_shirushi,combo,C,2,True,False,80.2,106426,0.575,106426,80.27,178.12,79.2,True,31998,80.1,78.19,78.4,80.9,81.0,78.4,True,,0.16,True,False,,,,,True,True,-15.8
SURFACE_2_ダ,kyakushitsu+manken_shirushi,combo,C,2,True,False,79.6,111605,0.575,111605,80.12,178.44,79.07,True,33194,79.96,78.08,78.2,80.8,80.9,78.2,True,,0.0,True,False,,,,,True,True,-15.93
SURFACE_2_ダ,shirushi_code_1+uma_deokure_ritsu,combo,A,2,True,True,78.6,101510,0.5749,91764,80.62,145.74,79.68,True,26927,81.05,79.33,80.9,80.4,81.2,80.4,True,,0.27,True,True,78.17,8.0,3.0,79.39,True,True,-15.32
SURFACE_2_芝,bac_tosu+shirushi_code_2,combo,C,2,True,True,80.1,92369,0.5733,92174,79.91,138.87,79.02,True,27597,80.18,78.58,79.8,80.3,80.4,79.8,True,,0.0,True,True,77.4,10.0,3.0,78.64,False,False,
GLOBAL,prev2_chakujun+shirushi_code_5,combo,B,2,True,True,80.6,158068,0.5729,157550,80.0,135.7,79.33,True,46682,79.46,78.27,79.7,80.2,78.3,78.3,True,,0.08,True,True,78.03,10.0,3.0,78.97,True,True,-15.67
KEIBAJO_SURFACE_09_障,prev1_chakujun,numeric,A,1,False,False,86.6,1277,0.5714,839,87.31,192.53,74.28,False,136,98.01,66.21,85.0,,93.7,85.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_障,shirushi_code_1,numeric,A,1,False,True,86.3,1022,0.5714,1022,85.38,130.15,77.4,False,355,85.46,72.38,77.0,103.1,80.6,77.0,False,,,False,True,76.86,5.0,3.0,87.13,False,False,
KEIBAJO_SURFACE_09_障,prev3_chakujun,numeric,A,1,False,False,86.0,1276,0.5714,742,81.05,161.55,69.43,False,0,,,,,,,False,insufficient_oot_data,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,gekiso_juni,numeric,B,1,False,False,84.1,6936,0.5714,6936,82.96,210.82,78.0,False,2167,81.93,73.38,79.6,91.0,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,dochu_juni,numeric,C,1,False,False,83.8,6936,0.5714,6936,82.96,210.82,78.0,False,2167,81.93,73.38,79.6,91.0,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,kyusha_shisu,numeric,C,1,False,False,83.6,6936,0.5714,961,80.35,252.37,64.4,False,396,99.97,67.74,85.5,112.3,84.7,84.7,False,,,False,False,,,,,False,False,
SURFACE_2_芝,bataiju_change_bin,numeric,C,1,False,False,83.1,148513,0.5714,148493,78.93,189.93,77.96,False,43655,78.2,76.5,78.6,77.7,78.5,77.7,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,kyi_kyusha_rank,numeric,S,1,False,False,83.0,21332,0.5714,21250,78.94,195.77,76.31,False,6279,80.61,75.74,80.3,79.3,81.7,79.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,prev1_chakujun,numeric,B,1,False,False,83.0,6723,0.5714,6561,81.44,200.71,76.58,False,2056,78.4,70.85,75.8,83.9,75.1,75.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,agari_shisu_juni,numeric,C,1,False,False,82.7,6936,0.5714,6936,82.96,210.82,78.0,False,2167,81.93,73.38,79.6,91.0,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,kyi_kyusha_rank,numeric,C,1,False,False,82.0,6930,0.5714,6930,83.03,210.89,78.06,False,2166,81.97,73.42,79.6,91.1,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,prev1_corner4,numeric,C,1,False,False,81.8,6723,0.5714,6605,82.55,205.53,77.6,False,2057,80.63,72.7,80.3,85.3,76.4,76.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,prev1_bataiju_bin,numeric,C,1,False,False,81.7,6721,0.5714,6623,82.88,206.84,77.9,False,2067,80.54,72.59,80.4,85.2,76.0,76.0,False,,,False,False,,,,,False,False,
GLOBAL,joho_shisu,numeric,C,1,False,False,81.7,360874,0.5714,360538,78.9,193.4,78.27,False,105581,78.16,77.05,78.0,77.9,78.6,77.9,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_04_障,kyi_kyusha_rank,numeric,C,1,False,False,81.6,2625,0.5714,2625,84.39,217.95,76.05,False,732,76.45,63.77,78.2,80.1,69.4,69.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,goal_juni,numeric,C,1,False,False,81.6,6936,0.5714,6936,82.96,210.82,78.0,False,2167,81.93,73.38,79.6,91.0,75.6,75.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_ダ,joa_ls_shisu,numeric,C,1,False,False,81.1,30839,0.5714,29787,79.35,201.41,77.06,False,8733,78.29,74.25,77.7,73.3,83.6,73.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,shirushi_code_1,numeric,C,1,False,True,81.0,6344,0.5714,6344,81.13,148.41,77.47,False,1977,78.64,72.67,83.8,74.4,77.7,74.4,False,,,False,True,77.11,15.0,3.0,82.0,False,False,
KEIBAJO_SURFACE_03_芝,shirushi_code_1,numeric,C,1,False,True,81.0,8133,0.5714,8133,81.34,154.23,77.99,False,2576,80.08,74.46,80.4,80.3,79.6,79.6,False,,,False,True,76.88,8.0,5.0,82.36,False,False,
SURFACE_2_ダ,kyori+shirushi_code_1,combo,C,2,True,True,80.8,108475,0.5714,108206,80.08,145.68,79.21,True,32150,80.72,79.12,81.4,80.1,80.5,80.1,True,,0.02,True,True,78.02,10.0,3.0,79.18,True,True,-15.79
KEIBAJO_SURFACE_08_ダ,shirushi_code_1,numeric,C,1,False,True,80.7,13247,0.5714,13247,80.73,150.13,78.17,False,4910,80.51,76.51,78.6,82.1,79.0,78.6,False,,,False,True,77.4,10.0,5.0,81.88,False,False,
KEIBAJO_SURFACE_06_障,taikei_tomo,numeric,C,1,False,False,80.5,1464,0.5714,993,81.08,167.59,70.65,False,451,75.39,59.0,63.4,81.4,82.2,63.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,shirushi_code_1,numeric,C,1,False,True,80.5,12937,0.5714,12937,80.28,147.18,77.74,False,3864,82.4,77.44,80.6,82.0,84.3,80.6,False,,,False,True,76.35,10.0,3.0,79.75,False,False,
KEIBAJO_SURFACE_04_障,shirushi_code_1,numeric,S,1,False,True,80.2,1683,0.5714,1683,79.8,133.69,73.41,False,488,79.02,67.72,87.2,75.4,73.3,73.3,False,,,False,True,70.53,8.0,3.0,79.1,False,False,
SURFACE_2_ダ,kyi_kyusha_rank+shirushi_code_2,combo,C,2,True,True,80.2,93244,0.5714,93130,80.91,143.28,79.99,True,27714,80.96,79.32,81.7,80.7,80.5,80.5,True,,0.0,True,True,78.76,10.0,3.0,80.04,True,True,-15.01
KEIBAJO_SURFACE_06_ダ,shirushi_code_1,numeric,C,1,False,True,80.0,18596,0.5714,18596,80.22,147.03,78.11,False,5538,80.64,76.76,82.1,78.9,80.8,78.9,False,,,False,True,76.43,8.0,3.0,79.25,False,False,
KEIBAJO_SURFACE_05_ダ,shirushi_code_1,numeric,C,1,False,True,79.9,16930,0.5714,16930,79.7,143.83,77.53,False,5001,81.94,77.79,82.2,79.5,84.2,79.5,False,,,False,True,75.4,10.0,3.0,78.3,False,False,
KEIBAJO_SURFACE_09_ダ,shirushi_code_1,numeric,C,1,False,True,79.9,17474,0.5714,17474,80.15,141.45,78.06,False,4171,82.56,78.01,83.7,85.6,79.9,79.9,False,,,False,True,76.42,5.0,3.0,79.08,False,False,
KEIBAJO_SURFACE_04_障,prev1_keibajo,numeric,S,1,False,False,79.3,2625,0.5714,2462,85.67,219.6,77.0,False,686,75.9,63.2,77.8,78.0,72.1,72.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_芝,shirushi_code_1,numeric,C,1,False,True,79.3,6212,0.5714,6212,79.19,140.07,75.71,False,1973,80.22,74.09,86.0,84.1,70.5,70.5,False,,,False,True,73.21,5.0,3.0,77.61,False,False,
KEIBAJO_SURFACE_08_芝,kyi_kyusha_rank,numeric,C,1,False,False,79.2,17753,0.5714,17751,79.42,183.89,76.71,False,6411,79.45,75.05,76.4,81.3,79.1,76.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,shirushi_code_1,numeric,C,1,False,True,79.2,11619,0.5714,11619,79.45,138.75,76.93,False,4238,79.14,75.15,82.0,77.1,79.9,77.1,False,,,False,True,74.92,5.0,3.0,78.16,False,False,
KEIBAJO_SURFACE_07_障,shirushi_code_1,numeric,B,1,False,True,79.0,975,0.5714,975,80.74,140.1,71.94,False,0,,,,,,,False,insufficient_oot_data,,False,True,70.01,15.0,3.0,82.05,False,False,
KEIBAJO_SURFACE_02_芝,shirushi_code_1,numeric,C,1,False,True,78.9,5076,0.5714,5076,78.19,141.26,74.31,False,1414,78.58,71.21,79.9,75.1,80.2,75.1,False,,,False,True,72.4,15.0,3.0,77.64,False,False,
KEIBAJO_SURFACE_08_ダ,kyi_kyusha_rank,numeric,C,1,False,False,78.4,21502,0.5714,21493,80.75,203.98,78.02,False,7796,78.17,74.07,80.5,78.7,75.7,75.7,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_障,shirushi_code_1,numeric,A,1,False,True,78.3,1054,0.5714,1054,80.04,119.49,72.82,False,476,79.54,69.31,84.3,70.5,88.3,70.5,False,,,False,True,66.96,5.0,3.0,76.26,False,False,
KEIBAJO_SURFACE_05_芝,shirushi_code_1,numeric,C,1,False,True,78.3,16053,0.5714,16053,79.85,139.97,77.68,False,4724,77.67,73.92,76.4,78.6,78.0,76.4,False,,,False,True,75.29,5.0,3.0,78.09,False,False,
KEIBAJO_SURFACE_02_芝,prev1_bataiju_bin,numeric,C,1,False,False,78.1,7238,0.5714,7122,79.74,193.13,75.25,False,1958,80.37,72.24,82.4,72.8,85.3,72.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,kijun_odds_tansho,numeric,C,1,False,False,77.9,16948,0.5714,1564,80.54,80.09,76.57,False,740,84.38,77.65,80.6,79.3,93.3,79.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,joa_odds_shisu,numeric,C,1,False,False,77.9,16948,0.5714,1564,80.54,80.09,76.57,False,740,84.38,77.65,80.6,79.3,93.3,79.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_04_障,kishu_shisu,numeric,B,1,False,False,77.2,2625,0.5714,1537,87.94,257.85,75.05,False,542,76.59,60.06,79.5,75.5,62.6,62.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,joa_ls_shisu,numeric,C,1,False,False,76.5,10869,0.5714,8941,78.96,205.23,74.71,False,2901,80.97,73.89,76.4,85.0,81.4,76.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,taikei_tomo,numeric,C,1,False,False,75.9,6433,0.5714,5714,83.56,204.16,78.27,False,2011,80.71,72.59,80.1,85.4,75.1,75.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_障,prev1_chakujun,numeric,B,1,False,False,70.9,1478,0.5714,1048,82.17,144.71,73.4,False,406,75.52,62.88,69.4,89.5,67.9,67.9,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,prev2_chakujun+shirushi_code_1,combo,C,2,True,True,80.3,94669,0.5701,94096,80.41,145.93,79.47,True,27593,80.85,79.15,82.2,80.0,80.3,80.0,True,,0.33,True,True,78.27,10.0,3.0,79.52,True,True,-15.53
SURFACE_2_ダ,prev1_chakujun+shirushi_code_2,combo,B,2,True,True,81.5,87384,0.5696,86353,81.03,144.13,80.06,True,25543,81.21,79.51,81.6,81.0,81.0,81.0,True,,0.19,True,True,78.84,10.0,3.0,80.17,True,True,-14.94
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,combo,B,2,True,False,80.7,177971,0.5696,176423,78.88,196.56,77.96,False,51112,78.59,76.96,78.1,78.3,79.4,78.1,False,,0.01,False,False,,,,,False,False,
GLOBAL,kyori+shirushi_code_2,combo,B,2,True,True,80.2,192442,0.569,187854,80.41,141.02,79.78,True,56244,80.6,79.46,80.8,80.3,80.5,80.3,True,,-0.03,False,True,78.45,10.0,3.0,79.33,False,False,
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,numeric,C,1,False,False,79.0,27915,0.569,19491,78.35,213.46,75.35,False,5047,77.57,72.33,74.2,85.5,79.5,74.2,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kishu_minarai_code+prev3_chakujun,combo,A,2,True,False,77.7,25618,0.5686,23805,80.36,209.44,77.7,False,7249,80.42,75.88,76.8,80.4,82.9,76.8,False,,0.26,False,False,,,,,False,False,
SURFACE_2_芝,gekiso_type+manken_shirushi,combo,A,2,True,False,80.6,54128,0.5682,53915,78.24,206.91,76.5,False,16397,78.09,74.99,79.0,79.7,75.2,75.2,False,,-1.21,False,False,,,,,False,False,
GLOBAL,kishu_shisu+yy_int,combo,C,2,True,False,81.2,360874,0.568,358866,78.85,193.51,78.22,False,105588,78.15,77.04,78.0,77.9,78.6,77.9,False,,-0.01,False,False,,,,,False,False,
SURFACE_2_芝,kishu_shisu,combo,C,1,False,False,81.2,170977,0.5676,170887,78.67,190.25,77.77,False,50526,77.76,76.18,78.0,77.6,77.7,77.6,False,,,False,False,,,,,False,False,
SURFACE_2_芝,kishu_shisu,numeric,C,1,False,False,81.2,170977,0.5676,170887,78.67,190.25,77.77,False,50526,77.76,76.18,78.0,77.6,77.7,77.6,False,,,False,False,,,,,False,False,
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_5,combo,A,2,True,True,79.6,52304,0.5669,45670,81.63,136.19,80.38,True,15367,80.76,78.7,82.0,81.8,78.0,78.0,True,,1.43,True,True,78.43,15.0,3.0,80.16,True,True,-14.62
SURFACE_2_芝,kyori_tekisei+shirushi_code_2,combo,A,2,True,True,80.4,91551,0.5667,91155,79.89,138.71,78.99,False,26759,80.17,78.56,79.9,80.3,80.5,79.9,False,,-0.01,False,True,77.4,10.0,3.0,78.64,False,False,
KEIBAJO_SURFACE_08_芝,uma_tokki_1,numeric,C,1,False,False,79.4,11972,0.5667,8245,80.21,180.31,76.32,False,3082,80.7,74.39,74.9,80.8,83.9,74.9,False,,,False,False,,,,,False,False,
GLOBAL,joken_class_code+shirushi_code_2,combo,C,2,True,True,79.4,192442,0.5667,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
KEIBAJO_SURFACE_09_芝,kijun_odds_tansho,numeric,C,1,False,False,78.6,21956,0.5667,8068,80.56,95.45,78.48,False,1538,78.59,74.03,80.5,78.5,82.0,78.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_芝,joa_odds_shisu,numeric,C,1,False,False,78.6,21956,0.5667,8068,80.56,95.45,78.48,False,1538,78.59,74.03,80.5,78.5,82.0,78.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_芝,kyusha_shisu,numeric,C,1,False,False,77.2,22719,0.5667,4522,83.56,204.9,77.59,False,1950,79.64,71.3,73.3,74.3,86.5,73.3,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,shirushi_code_2+yoso_juni,combo,B,2,True,True,80.5,93283,0.5663,92544,80.91,142.84,79.99,True,27524,80.95,79.32,81.8,80.6,80.4,80.4,True,,0.0,True,True,78.72,10.0,3.0,80.0,True,True,-15.01
GLOBAL,hizume_code+kyusha_hyoka_code,combo,B,2,True,False,76.8,322746,0.566,321905,79.13,192.19,78.47,False,94258,78.45,77.28,78.2,77.8,79.3,77.8,False,,-0.01,False,False,,,,,False,False,
SURFACE_2_ダ,kishu_shisu+prev1_kyakushitsu,combo,C,2,True,False,81.0,164860,0.5645,163237,78.99,195.22,78.04,False,47177,78.46,76.79,78.0,77.5,79.9,77.5,False,,-0.02,False,False,,,,,False,False,
SURFACE_2_芝,babajotai_heavy+kishu_shisu,combo,B,2,True,False,81.4,170977,0.5638,170012,78.64,190.54,77.74,False,50203,77.61,76.02,77.9,77.5,77.5,77.5,False,,-0.01,False,False,,,,,False,False,
SURFACE_2_ダ,prev3_chakujun+shirushi_code_2,combo,C,2,True,True,80.9,75002,0.5638,74639,81.18,144.31,80.15,True,21757,81.18,79.33,81.7,81.4,80.5,80.5,True,,0.29,True,True,78.94,10.0,3.0,80.37,True,True,-14.85
GLOBAL,babajotai_heavy+kishu_shisu,combo,C,2,True,False,81.1,360874,0.5636,360610,78.9,193.39,78.27,False,105533,78.15,77.03,78.0,77.9,78.5,77.9,False,,-0.0,False,False,,,,,False,False,
SURFACE_2_芝,nyukyu_nannichimae+shirushi_code_2,combo,A,2,True,True,80.9,47647,0.5629,41041,82.18,135.67,80.87,True,13989,81.81,79.66,82.6,80.9,81.7,80.9,True,,2.0,True,True,78.85,5.0,3.0,80.55,True,True,-14.13
KEIBAJO_SURFACE_01_ダ,manken_shisu,numeric,C,1,False,False,87.2,6936,0.5625,5751,80.84,201.03,75.65,False,1735,78.04,69.84,75.8,89.9,76.9,75.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_芝,prev2_chakujun,numeric,C,1,False,False,87.0,11271,0.5625,11163,81.85,207.99,78.0,False,3425,79.24,72.64,80.1,75.0,81.3,75.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_芝,prev3_chakujun,numeric,C,1,False,False,86.7,10444,0.5625,10365,83.39,211.3,79.33,True,3174,81.57,74.58,81.5,77.1,85.7,77.1,False,,,False,False,,,,,False,False,
